codigo_nacional;codigo_agroclima;ID;estacion;categoria;lat;long;altitud;comuna;region;anio_creacion;Nota
330076;;EXT-141;Chorombo Hacienda;DMC;-33.529443;-71.229166;145;María Pinto;RM;1991;Fuera de línea
NA;;INIA-314;Chorrillos;INIA;-33.34;-70.81;485;Lampa;RM;NA;Estación nueva?
340146;;INIA-210;El Asiento;INIA;-34.029166;-70.994999;351;Alhué;RM;2017;
330077;;EXT-108;El Colorado;DMC;-33.35;-70.29361;2750;Lo Barnechea;RM;1991;
330160;;EXT-109;El Milagro;DMC;-33.754444;-70.764444;460;Buin;RM;2018;
330190;;INIA-311; El Oasis;INIA;-33.286388;-70.83611;485;Lampa;RM;2020;
330113;;EXT-144;El Paico;DMC;-33.706388;-71.008055;275;Talagante;RM;2013;
NA;;INIA-320;El Parrón;INIA;-33.5;-71.08;166;María Pinto;RM;2022;
NA;;INIA-315;El Villorrio;INIA;-33.56;-70.87;406;Padre Hurtado;RM;NA;Estación nueva?
330901;;EXT-143;Guayacán;DMC;-33.64361;-70.350277;1016;San José del Maipo;RM;2012;
NA;;INIA-318;La Aurora;INIA;-33.42;-71.02;205;Curacaví;RM;NA;Estación nueva?
330193;;EXT-973;La Dormida;DMC;-33.04944;-71.00139;1450;Tiltil;RM;2022;
330026;;INIA-4;La Platina;INIA;-33.572777;-70.619721;630;La Pintana;RM;1965;
330118;;EXT-149;Lo Pinto;DMC;-33.268054;-70.732221;512;Colina;RM;2013;
330065;;INIA-6;Los Tilos;INIA;-33.711666;-70.711944;525;Buin;RM;1983;
330021;;EXT-138;Pudahuel;DMC;-33.378332;-70.787777;482;Pudahuel;RM;1967;
330020;;EXT-137;Quinta Normal;DMC;-33.444999;-70.682777;520;Quinta Normal;RM;2010;
330162;;EXT-179;Regimiento de Colina;DMC;-33.162222;-70.643055;755;Colina;RM;2019;
330141;;INIA-162;Rinconada - U de Chile;INIA;-33.497221;-70.845555;462;Maipú;RM;2016;
330151;;INIA-100;San Antonio de Naltahua;INIA;-33.725554;-71.042499;249;Isla de Maipo;RM;2013;
330114;;EXT-145;San Pablo - DASA;DMC;-33.442221;-70.746666;490;Pudahuel;RM;2013;
330158;;INIA-101;San Pedro de Melipilla;INIA;-33.898055;-71.452777;145;San Pedro;RM;2013;
NA;;INIA-316;Santa Amelia;INIA;-33.66;-70.91;360;Talagante;RM;NA;Estación nueva?
330071;;EXT-118;Talagante;DMC;-33.670277;-70.849444;390;Talagante;RM;1991;
NA;;INIA-321;Valdivia de Paine;INIA;-33.79;-70.84;360;Buin;RM;NA;Estación nueva?
340116;;EXT-153;Aeródromo La Independencia;DMC;-34.169443;-70.771666;487;Rancagua;O´Higgins;2019;
340115;;EXT-110;Aeródromo Pichilemu;DMC;-34.394166;-72.01861;25;Pichilemu;O´Higgins;2017;
NA;;EXT-78;Codelco;DMC;-34.19;-70.57;1185;Machalí;O´Higgins;NA;Fuera de línea
340098;;INIA-163;El Arenal;INIA;-34.355833;-70.991388;266;Quinta de Tilcoco;O´Higgins;2016;
340113;;INIA-52;El Tambo;INIA;-34.47111;-70.986944;250;San Vicente;O´Higgins;2010;
340102;;INIA-55;Hidango;INIA;-34.1125;-71.797221;296;Litueche;O´Higgins;2010;
330192;;INIA-307;Licanchen;INIA;-33.929721;-71.801111;24;Navidad;O´Higgins;2019;
340149;;INIA-228;Liceo Jean Buchanan;INIA;-34.397221;-71.164722;185;Peumo;O´Higgins;2017;
340066;;EXT-155;Nilahue - La Quebrada;DMC;-34.660833;-71.735277;81;Pumanque;O´Higgins;1996;
NA;;INIA-317;Peor es Nada;INIA;-34.78;-71.04;283;Chimbarongo;O´Higgins;2021;
340148;;INIA-217;Puente Negro;INIA;-34.386388;-71.985833;10;Pichilemu;O´Higgins;2017;
340048;;EXT-154;Quimávida;DMC;-34.215;-70.996944;316;Coltauco;O´Higgins;1989;
340147;;INIA-303;Rayentué;INIA;-34.321666;-70.833888;376;Rengo;O´Higgins;2018;
340031;;EXT-152;Aeródromo General Freire;DMC;-34.969443;-71.216943;229;Curicó;Maule;2010;
NA;;EXT-958;Camarico;AGRICHILE;-35.27;-71.36;223;Río Claro;Maule;NA;Fuera de línea
350021;;INIA-46;Cauquenes;INIA;-35.956111;-72.289999;162;Cauquenes;Maule;1970;
350070;;INIA-22;Chanco;INIA;-35.706666;-72.511388;60;Chanco;Maule;2010;
360047;;EXT-161;Copihue;DMC;-36.075554;-71.758055;162;Retiro;Maule;2016;
360049;;INIA-12;Coronel de Maule;INIA;-36.059166;-72.477777;172;Cauquenes;Maule;2009;
350095;;INIA-214;Deuca;INIA;-35.127777;-71.955833;48;Curepto;Maule;2017;
350901;;EXT-974;Escuela de Artillería Linares;INIA;-35.836944;-71.592777;160;Linares;Maule;2021;
350097;;INIA-212;Lomas;INIA;-35.835555;-72.587499;172;Pelluhue;Maule;2017;
360050;;INIA-14;Los Despachos;INIA;-36.062222;-72.371388;167;Cauquenes;Maule;2010;
NA;;EXT-963;Los Niches;AGRICHILE;-35.05;-71.14;273;Curicó;Maule;NA;Fuera de línea
350096;;INIA-227;Miraflores;INIA;-35.818054;-71.774999;124;Longaví;Maule;2017;
360055;;INIA-154;Monte Flor-Tucapel;INIA;-36.244721;-71.934166;548;Parral;Maule;2015;
350028;;EXT-156;Panguilemo;DMC;-35.377777;-71.601111;119;Talca;Maule;1991;
NA;;EXT-960;Parral;AGRICHILE;-36.19;-71.82;180;Parral;Maule;2010;Data Logger  (?)
350064;;INIA-135;San Clemente;INIA;-35.530554;-71.479443;221;San Clemente;Maule;2014;
350094;;INIA-215;San Jorge Los Niches;INIA;-35.091666;-71.120554;310;Curicó;Maule;2017;
NA;;EXT-959;San Sebastián;AGRICHILE;-35.29;-71.54;144;Río Claro;Maule;NA;Data Logger  (?)
350073;;INIA-136;Santa Amada;INIA;-35.760833;-71.574166;150;Linares;Maule;2014;
350078;;INIA-7;Santa Sofía;INIA;-35.977777;-72.36;151;Cauquenes;Maule;2009;
350071;;INIA-11;Sauzal;INIA;-35.715;-72.111388;162;Cauquenes;Maule;2009;
360011;;EXT-157;Aeródromo Gral. Bernardo O'Higgins;DMC;-36.585833;-72.036666;155;Chillán;Ñuble;1939;
360060;;INIA-139;CE Arroz;INIA;-36.409166;-72.006666;162;San Carlos;Ñuble;2015;
360046;;EXT-160;Chillán Mayulermo;DMC;-36.828054;-71.866943;397;San Ignacio;Ñuble;2016;
360075;;INIA-73;Navidad;INIA;-36.907222;-71.935555;314;El Carmen;Ñuble;2011;
360059;;INIA-47;Ninhue;INIA;-36.398055;-72.395277;91;Chillán;Ñuble;2010;
360068;;INIA-24;Nueva Aldea;INIA;-36.648888;-72.513611;82;Ránquil;Ñuble;2009;
360062;;INIA-23;Portezuelo;INIA;-36.531943;-72.368332;109;Portezuelo;Ñuble;2010;
360091;;INIA-211;Puralihue;INIA;-36.43111;-72.647777;36;Treguaco;Ñuble;2017;
NA;;EXT-961;San Gregorio;AGRICHILE;-36.28;-71.82;180;Ñiquén;Ñuble;NA;
NA;;INIA-17;Santa Rosa;INIA;-36.53;-71.91;194;Chillán;Ñuble;NA;Data Logger  (?)
360042;;EXT-158;Termas de Chillán;DMC;-36.903611;-71.41;1708;Pinto;Ñuble;2012;
370044;;INIA-49;Yungay;INIA;-37.141388;-72.011666;265;Yungay;Ñuble;2010;
380082;;EXT-975; Aeródromo Isla Mocha;DMC;-38.383888;-73.869166;16;Lebu;Bio Bío;2022;
380080;;EXT-955;Aeródromo Lequecahue;DMC;-38.35944;-73.48833;153;Tirúa;Bio Bío;NA;Información no disponible
370033;;EXT-229; Aeródromo María Dolores;DMC;-37.396944;-72.423888;118;Los Ángeles;Bio Bío;1941;
360019;;EXT-111;Carriel Sur;DMC;-36.780554;-73.066388;13;Concepción;Bio Bío;1968;
360076;;INIA-15;Chiguayante;INIA;-36.913611;-73.035555;23;Chiguayante;Bio Bío;2013;
NA;;INIA-322;Contulmo Urbano;INIA;-38.01;-73.23;46;Contulmo;Bio Bío;NA;
NA;;EXT-65;Dichato;UCONCE;-36.54;-72.93;0;Tomé;Bio Bío;NA;Fuera de línea
NA;;INIA-36;GTT Peleco;INIA;-37.75;-73.44;125;Cañete;Bio Bío;NA;Data Logger  (?)
370011;;INIA-21;Human;INIA;-37.43361;-72.243888;195;Los Ángeles;Bio Bío;1942;
NA;;INIA-312;La Colonia;INIA;-37.28;-72.59;120;Laja;Bio Bío;2021;
370074;;INIA-308;Las Puentes;INIA;-37.305;-73.436666;120;Arauco;Bio Bío;2019;
370054;;INIA-84;Lebu;INIA;-37.682499;-73.522221;194;Lebu;Bio Bío;2012;
370036;;EXT-162; Liceo Agrícola El Huertón;DMC;-37.456944;-72.274999;173;Los Angeles;Bio Bío;1996;
380042;;INIA-161;Ponotro;INIA;-38.275277;-73.49861;143;Tirúa;Bio Bío;2016;
360069;;INIA-10;Punta Parra;INIA;-36.672499;-72.964722;190;Tomé;Bio Bío;2009;
360092;;INIA-310;Santa Lucía;INIA;-36.697499;-72.704166;268;Florida;Bio Bío;2019;
380013;;EXT-163;Aeródromo Maquehue;DMC;-38.767777;-72.631943;86;Padre las Casas;La Araucanía;1941;
380029;;EXT-165;Aeropuerto Araucanía;DMC;-38.934444;-72.653333;96;Freire;La Araucanía;2014;
380046;;INIA-147;Caballería (Ex San Fabián);INIA;-38.446388;-72.849444;197;Galvarino;La Araucanía;2015;
NA;;EXT-962;Caracas;AGRICHILE;-39.01;-72.32;208;Cunco;La Araucanía;NA;
380009;;INIA-8;Carillanca;INIA;-38.693055;-72.417221;200;Vilcún;La Araucanía;1964;
380076;;INIA-239;Collimallin;INIA;-38.606666;-72.701111;60;Temuco;La Araucanía;2018;
390034;;INIA-40;Cuarta Faja;INIA;-39.115555;-72.605277;115;Gorbea;La Araucanía;2009;
380061;;INIA-29;Dominguez;INIA;-38.91861;-73.240277;93;Saavedra;La Araucanía;2009;
380059;;INIA-141;El Membrillo;INIA;-38.834166;-71.682499;527;Melipeuco;La Araucanía;2015;
380078;;INIA-164;El Quincho;INIA;-38.913055;-72.18361;293;Cunco;La Araucanía;2016;
370075;;INIA-237;El Vergel;INIA;-37.827777;-72.659722;81;Angol;La Araucanía;2018;
390051;;INIA-168;Faja Maisan;INIA;-39.07111;-72.921943;56;Pitrufquén;La Araucanía;2017;
